Indikator,Ausprägung,Jahr,Raumbezug,Indikatorwert,Basiswert 1,Basiswert 2,Name Basiswert 1,Name Basiswert 2
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2013,15 Trudering - Riem,"5,1",2268,44422.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2013,16 Ramersdorf - Perlach,"8,3",5939,71319.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2013,17 Obergiesing - Fasangarten,"5,6",2061.5,37093.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2013,18 Untergiesing - Harlaching,"4,9",1731,35665.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2013,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"4,2",2484.3,58649.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2013,20 Hadern,"5,6",1776,31543.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2013,21 Pasing - Obermenzing,"4,3",2011.5,46495.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2013,22 Aubing - Lochhausen - Langwied,"5,8",1566,26970.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2013,23 Allach - Untermenzing,"3,8",771,20135,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2013,24 Feldmoching - Hasenbergl,7,2739,39090.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2013,25 Laim,"5,3",1998.3,37680.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,Stadt München,"5,2",51528.8,1000170,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,01 Altstadt - Lehel,"1,9",284.5,14755,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,02 Ludwigsvorstadt - Isarvorstadt,"3,8",1486,39058.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,03 Maxvorstadt,"2,8",1141.8,40404.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,04 Schwabing - West,"2,9",1375.8,46999.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,05 Au - Haidhausen,"3,4",1479,43373,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,06 Sendling,"5,6",1654,29386.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,07 Sendling - Westpark,"6,7",2507.3,37346.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,08 Schwanthalerhöhe,"6,1",1361.8,22225.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,09 Neuhausen - Nymphenburg,"3,9",2629.3,67615,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,10 Moosach,"6,7",2308,34376.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,11 Milbertshofen - Am Hart,8,4096.3,51291.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,12 Schwabing - Freimann,"3,9",1919.3,49556.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,13 Bogenhausen,"3,2",1707.8,53608.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,14 Berg am Laim,"7,2",2126.8,29355.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,15 Trudering - Riem,"5,1",2209,43539.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,16 Ramersdorf - Perlach,"8,6",6077.5,70839,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,17 Obergiesing - Fasangarten,"5,7",2133.8,37491,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,18 Untergiesing - Harlaching,"4,8",1677.5,35140,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"4,4",2465,56524.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,20 Hadern,"5,9",1828.5,30958,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,21 Pasing - Obermenzing,"4,2",1926.5,45474,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,22 Aubing - Lochhausen - Langwied,"5,8",1502.3,25899.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,23 Allach - Untermenzing,"3,7",732.8,19707,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,24 Feldmoching - Hasenbergl,"7,2",2735.8,38075.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2012,25 Laim,"5,3",1981.8,37168.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,Stadt München,"5,4",53224.5,978579.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,01 Altstadt - Lehel,"2,2",321,14412,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,02 Ludwigsvorstadt - Isarvorstadt,"4,1",1555.5,37931.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,03 Maxvorstadt,3,1196,39574.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,04 Schwabing - West,3,1367.3,46255.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,05 Au - Haidhausen,"3,7",1558.3,42548,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,06 Sendling,6,1741.5,28956.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,07 Sendling - Westpark,"7,2",2624.8,36448.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,08 Schwanthalerhöhe,"6,3",1345.8,21483,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,09 Neuhausen - Nymphenburg,4,2634.3,65572.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,10 Moosach,"7,2",2424,33797.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,11 Milbertshofen - Am Hart,"8,4",4169.3,49694.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,12 Schwabing - Freimann,4,1932,48422.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,13 Bogenhausen,"3,5",1830.8,52396.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,14 Berg am Laim,"7,4",2130.8,28705.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,15 Trudering - Riem,"5,1",2198.5,42893.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,16 Ramersdorf - Perlach,"9,1",6394,70075.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,17 Obergiesing - Fasangarten,"6,2",2252,36574.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,18 Untergiesing - Harlaching,"5,1",1744.8,34506.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"4,6",2553.3,55132,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,20 Hadern,"6,2",1902.8,30531.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,21 Pasing - Obermenzing,"4,5",1997.8,44542.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,22 Aubing - Lochhausen - Langwied,6,1489,25023.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,23 Allach - Untermenzing,"3,8",739.8,19273.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,24 Feldmoching - Hasenbergl,"7,5",2789.5,37189.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2011,25 Laim,"5,7",2081.3,36638.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,Stadt München,"5,8",55111.5,957993.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,01 Altstadt - Lehel,"2,5",350.5,14031.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,02 Ludwigsvorstadt - Isarvorstadt,"4,6",1695.3,37092.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,03 Maxvorstadt,"3,3",1269.5,39039.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,04 Schwabing - West,"3,4",1562.8,45593.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,05 Au - Haidhausen,"3,9",1637,41876.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,06 Sendling,"6,4",1811,28437.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,07 Sendling - Westpark,"7,4",2679,36049.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,08 Schwanthalerhöhe,"6,8",1430.8,21145.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,09 Neuhausen - Nymphenburg,"4,2",2713,63957,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,10 Moosach,"7,5",2498.5,33181.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,11 Milbertshofen - Am Hart,"8,7",4240.8,48857,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,12 Schwabing - Freimann,"4,4",2054.8,47205.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,13 Bogenhausen,"3,7",1885.3,51357,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,14 Berg am Laim,"7,8",2169.8,27940.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,15 Trudering - Riem,"4,7",1947.3,41252,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,16 Ramersdorf - Perlach,"9,6",6612,69227.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,17 Obergiesing - Fasangarten,"6,6",2302.5,35144.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,18 Untergiesing - Harlaching,"5,4",1839.5,33813.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"4,7",2564,54052.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,20 Hadern,"6,5",1965.3,30078.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,21 Pasing - Obermenzing,"4,7",2038.3,43382.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,22 Aubing - Lochhausen - Langwied,"6,1",1485.5,24424.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,23 Allach - Untermenzing,4,748.5,18888.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,24 Feldmoching - Hasenbergl,"8,1",2916,36110.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2010,25 Laim,"5,9",2130,35855.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,Stadt München,"5,6",52967,949446.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,01 Altstadt - Lehel,"2,5",345.8,14027.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,02 Ludwigsvorstadt - Isarvorstadt,"4,5",1678.5,36937.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,03 Maxvorstadt,"3,3",1299,38808.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,04 Schwabing - West,"3,4",1543.8,45358.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,05 Au - Haidhausen,"4,1",1686.5,41528.8,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,06 Sendling,"6,3",1770.8,28208.3,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,07 Sendling - Westpark,"7,1",2548.5,35913.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,08 Schwanthalerhöhe,"6,7",1411.8,21004.5,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,09 Neuhausen - Nymphenburg,"4,2",2639.8,63010,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,10 Moosach,"7,3",2424.3,33129,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
(Regel-)Leistungsberechtigte - erwerbsfähig - Anteil,insgesamt,2009,11 Milbertshofen - Am Hart,"8,3",4007.3,48021,(Regel-)Leistungsberechtigte (erwerbsfähig) (insgesamt),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (insgesamt)
